Id	HitRatio	MissRatio	Reference	InvalidCases	HitTeams	MissTeams
до августа-1944	0.2631578947368421	0.736842105263158	1944-08	1944-08-01, 1944-08-01 -, 1944-08-01 - 1944-08-31, 1944-08-27, 1944-08-27T00:00, 1944-8, 2020, 2020--, 2020-04-06, 2020-08-16, 2020-08-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28 - 1944-07-31, 2020-12-01, 2020-8-27, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, None - None, [Date(year=1944, month=8, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до августа '44	0.2631578947368421	0.736842105263158	1944-08	1944-08-01, 1944-08-01 - 1944-08-31, 1944-08-27, 1944-8, 2020, 2020--, 2020-04-06, 2020-08-16, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28 - 1944-07-31, 2020-12-01, 2021-08-01, 2021-08-01 -, 2021-08-01T, 2021-08-01T09:00, 2044-08-27, 2044-08-27T00:00, 44-08-27, 44-8-27, None - 2021-08-01, [Date(year=1944, month=8, day=None)], []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до августа 44-го	0.2631578947368421	0.736842105263158	1944-08	1944-08-01, 1944-08-01 - 1944-08-31, 1944-08-27, 1944-8, 2020, 2020--, 2020-04-06, 2020-08-16, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28 - 1944-07-31, 2020-12-01, 2021-08-01, 2021-08-01 -, 2021-08-01T, 2021-08-01T09:00, 2044-08-27, 44-08-27, 44-8-27, None - 2021-08-01, [Date(year=1944, month=8, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
до августа 1944 г.	0.2631578947368421	0.736842105263158	1944-08	1944-08-01, 1944-08-01 -, 1944-08-01 - 1944-08-31, 1944-08-27, 1944-08-27T00:00, 1944-8, 1944-8-27, 2020, 2020--, 2020-04-06, 2020-08-16, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28 - 1944-07-31, 2020-12-01, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, None - None, [Date(year=1944, month=8, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Нубы	21-coders, Cheliki, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в следующую среду	0.2631578947368421	0.736842105263158	2020-12-02	2020, 2020--, 2020-03-27, 2020-11-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-12-02T, 2020-12-02T09:00, 2026-01-25, 2026-1-25, [Date(year=2026, month=1, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, MyParser, Red-alert, Shrugged, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в среду на следующей неделе	0.2631578947368421	0.736842105263158	2020-12-02	2020, 2020--, 2020-03-27, 2020-11-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-12-02T, 2020-12-02T09:00, 2026-01-25, 2026-1-25, [Date(year=2026, month=1, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, MyParser, Red-alert, Shrugged, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
прошлый год	0.2631578947368421	0.736842105263158	2019	2018, 2018-Q2, 2019-01-01 -, 2019-01-01 - 2019-12-31, 2019-01-31 - 2019-12-31, 2019-11-27, 2019-11-27T02:30, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
предыдущий год	0.2631578947368421	0.736842105263158	2019	2018, 2019-01-01 -, 2019-01-01 - 2019-12-31, 2019-01-31 - 2019-12-31, 2019-11-27, 2019-11-27T02:30, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
минувший год	0.2631578947368421	0.736842105263158	2019	2018, 2019-01-01 -, 2019-01-01 - 2019-12-31, 2019-01-31 - 2019-12-31, 2019-11-27, 2019-11-27T02:30, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
следующий год	0.2631578947368421	0.736842105263158	2021	2018, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-28T02:30, 2020-12-01, 2021-01-01 -, 2021-01-01 - 2021-12-31, 2021-01-31 - 2021-12-31, 2021-11-27, 2021-11-27T02:30, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в следующем году	0.2631578947368421	0.736842105263158	2021	2018, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2021-01-01 -, 2021-01-01 - 2021-12-31, 2021-01-31 - 2021-12-31, 2021-11-27, 2021-11-27T02:30, None, [Date(year=2018, month=None, day=None)], i dont know how to parse this sorry, null	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
грядущий год	0.2631578947368421	0.736842105263158	2021	2018, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-01-01 -, 2021-01-01 - 2021-12-31, 2021-01-31 - 2021-12-31, 2021-11-27, 2021-11-27T02:30, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
предстоящий год	0.2631578947368421	0.736842105263158	2021	2018, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-01-01 - 2021-12-31, 2021-01-31 - 2021-12-31, 2021-11-27, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
за предстоящий год	0.2631578947368421	0.736842105263158	2021	2018, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021 - 2021, 2021-01-01 - 2021-12-31, 2021-01-31 - 2021-12-31, None, [Date(year=2018, month=None, day=None)], [], i dont know how to parse this sorry, null	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Inception, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в ту субботу	0.2631578947368421	0.736842105263158	2020-11-21	2018, 2020, 2020--, 2020-05-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28, 2020-11-28T, 2020-11-28T09:00, 2020-12-01, 2020-12-05, [Date(year=2018, month=None, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
в субботу на той неделе	0.2631578947368421	0.736842105263158	2020-11-21	2018, 2020, 2020--, 2020-05-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28, 2020-12-01, 2020-12-05, 2020-12-05T, 2020-12-05T09:00, [Date(year=2018, month=None, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, Inception, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
последний четверг марта 2016 года	0.2631578947368421	0.736842105263158	2016-03-31	2016-03, 2016-03-03, 2016-03-04, 2016-03-27, 2016-3, 2016-3-27, 2016-3-4, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-03-04, 2021-03-04T, 2021-03-04T09:00, None, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
последний четверг марта 2016 г.	0.2631578947368421	0.736842105263158	2016-03-31	2016-03, 2016-03-03, 2016-03-04, 2016-03-27, 2016-3, 2016-3-27, 2016-3-4, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-03-04, 2021-03-04T, 2021-03-04T09:00, None, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
последний четверг марта-2016	0.2631578947368421	0.736842105263158	2016-03-31	2016-03, 2016-03-03, 2016-03-04, 2016-03-27, 2016-3, 2020, 2020--, 2020-03-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-3-27, 2020-3-4, 2021-03-04, 2021-03-04 - None, 2021-03-04T, 2021-03-04T09:00, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
последний четверг марта 2016	0.2631578947368421	0.736842105263158	2016-03-31	2016-03, 2016-03-03, 2016-03-04, 2016-03-27, 2016-3, 2016-3-27, 2016-3-4, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-03-04, 2021-03-04T, 2021-03-04T09:00, [Date(year=2016, month=3, day=None)]	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
ночью, в двадцать минут третьего	0.2631578947368421	0.736842105263158	2020-11-27T02:20	2016-03, 2016-3, 2020, 2020--, 2020-11-20, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 03:00:00, 2020-11-27T02:30, 2020-11-27T03:00, 2020-11-27T03:00:00, 2020-11-27T2:30, 2020-11-28T02:20, 2020-11-29T11:20, 2020-12-01, [Date(year=2016, month=3, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, Shrugged, hrambton, schips_21, sisidra
в двадцать минут третьего часа ночи	0.2631578947368421	0.736842105263158	2020-11-27T02:20	2016-03, 2016-3, 2020, 2020--, 2020-11-20, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27 03:20:00, 2020-11-27T02:30, 2020-11-27T03:20, 2020-11-27T03:20:00, 2020-11-27T2:30, 2020-11-28T02:20, 2020-11-28T20:002020-11-28T03:00, 2020-11-29T11:20, 2020-12-01, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, Shrugged, hrambton, schips_21, sisidra
В пять тридцать вечера, 27 ноября	0.2631578947368421	0.736842105263158	2020-11-27T17:30	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T, 2020-11-27T02:30, 2020-11-27T09:00, 2020-11-27T2:30, 2020-11-28T17:00, 2020-12-01, 2021-11-27, 2027-11-05, 27-11-05, 27-11-5	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
двадцать седьмого ноября в пять тридцать вечера	0.2631578947368421	0.736842105263158	2020-11-27T17:30	2020, 2020--, 2020-11-20, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-01, 2021-11-20, 2021-11-20T, 2021-11-20T09:00, 2021-11-27T17:00, null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
27 ноября в полшестого вечера	0.2631578947368421	0.736842105263158	2020-11-27T17:30	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T, 2020-11-27T02:30, 2020-11-27T09:00, 2020-11-27T2:30, 2020-12-01, 2021-11-27, null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
27 ноября в половину шестого	0.2631578947368421	0.736842105263158	2020-11-27T17:30	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T, 2020-11-27T02:30, 2020-11-27T09:00, 2020-11-27T2:30, 2020-12-01, 2021-11-27, 2021-11-27T05:30, null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
неделю назад	0.2631578947368421	0.736842105263158	2020-11-20	1942-10-29, 2019-12-01 - 2020-02-29, 2020, 2020--, 2020-11-20 02:30:00, 2020-11-20T02:30, 2020-11-20T02:30:00, 2020-11-20T2:30, 2020-11-21, 2020-11-22T11:17, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, MyParser, Нубы	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
7 дней назад	0.2631578947368421	0.736842105263158	2020-11-20	1942-10-29, 2019-12-01 - 2020-02-29, 2020, 2020--, 2020-11-07, 2020-11-20 02:30:00, 2020-11-20T02 : 30, 2020-11-20T02:30, 2020-11-20T02:30:00, 2020-11-20T2:30, 2020-11-21, 2020-11-21T00:00, 2020-11-22, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-7, 2020-12-01, None	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, MyParser, Нубы	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, handcrafted_solution, hrambton, monuwio, schips_21, sisidra
в последний День Победы	0.2631578947368421	0.736842105263158	2020-05-09	1942, 2020, 2020--, 2020-11-02, 2020-11-02T, 2020-11-02T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, None, [Date(year=1942, month=None, day=None)], [], null	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на этот День Победы	0.2631578947368421	0.736842105263158	2020-05-09	1942, 2020, 2020--, 2020-11-02, 2020-11-02T, 2020-11-02T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28, 2020-12-01, None, [Date(year=1942, month=None, day=None)], []	-REFERENCE-temporal-corpora-rev3, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
10.05.1943-16.02.1944	0.2631578947368421	0.736842105263158	1943-05-10 - 1944-02-16	1943-01-01T22:051944-01-01T16:02, 1943-02-16T10:05-2020-11-27 16:02:00, 1943-05-10, 1943-05-10 - 1944-02-17, 1943-05-10 – 1944-02-16, 1943-5-10 - 1944-2-16, 1944-02-16, 1944-02-16T, 1944-02-16T09:00, 2-05-10, 2-5-10, 2020, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01	Dmitry Mikhaylenko, MyParser, Shrugged, handcrafted_solution, Нубы	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, hrambton, monuwio, schips_21, sisidra
два дня назад	0.3157894736842105	0.6842105263157895	2020-11-25	2020, 2020--, 2020-11-02, 2020-11-2, 2020-11-24, 2020-11-25 02:30:00, 2020-11-25T02 : 30, 2020-11-25T02:30, 2020-11-25T02:30:00, 2020-11-26, 2020-11-27, 2020-11-27T02:30, 2020-11-27T11:17, 2020-11-28, 2020-11-29, 2020-12-01	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, MyParser, handcrafted_solution, hrambton	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, monuwio, schips_21, sisidra, Нубы
двумя днями ранее	0.3157894736842105	0.6842105263157895	2020-11-25	2020, 2020--, 2020-11-24, 2020-11-24T2:30, 2020-11-25 02:30:00, 2020-11-25T02:30, 2020-11-25T02:30:00, 2020-11-27, 2020-11-27T02:30, 2020-11-27T11:17, 2020-11-28, 2020-11-28T02:30, 2020-11-28T14:00, 2020-11-29, 2020-12-01, []	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, MyParser, handcrafted_solution, hrambton	Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, monuwio, schips_21, sisidra, Нубы
день спустя	0.3157894736842105	0.6842105263157895	2020-11-29	2020, 2020--, 2020-11-02, 2020-11-02T, 2020-11-02T00:00, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28, 2020-11-29T02:30, 2020-11-29T2:30, 2020-12-01, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, Red-alert, handcrafted_solution, Нубы	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Shrugged, hrambton, monuwio, schips_21, sisidra
в следующий вторник	0.3157894736842105	0.6842105263157895	2020-12-01	2013-12-01, 2020, 2020--, 2020-02-27, 2020-11-24, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-11-28, 2020-11-29, 2020-11-30T2:30, 2020-12-01T, 2020-12-01T09:00, 2020-12-1, 2020-12-7T02:30, null	Inception, MyParser, Red-alert, Shrugged, handcrafted_solution, monuwio	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, hrambton, schips_21, sisidra, Нубы
21/11 (ср)	0.3157894736842105	0.6842105263157895	2020-11-25	2020, 2020--, 2020-11-20T02:30, 2020-11-21, 2020-11-21T00:00, 2020-11-21T02:30, 2020-11-25T, 2020-11-25T09:00, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-12-02T21:11	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Inception, Shrugged, handcrafted_solution, monuwio	21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Le-Coqs, MLaureen, Microvolnovka, MyParser, Red-alert, hrambton, schips_21, sisidra, Нубы
